Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,10/31/2024,DOES,2/20/2025,DOES,65832.00,32860.00,DSF0001084945
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,2/26/2024,DOES,,DOES,207981.00,0.00,DSF0001085735
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Scope,Complete,8/4/2021,12/21/2021,2/2/2022,137659,196776.00,178487.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Design,Complete,6/1/2022,11/22/2022,5/12/2023,673898,317830.00,308188.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,13917365,13917365.00,278723.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,1071591,1071591.00,26700.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/13/2025,7/14/2025,4/7/2025,4500,466.00,466.00,DSF0001087477
1,M110,P.S. 110 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,4/7/2025,10/1/2025,8/26/2025,17998,1863.00,1863.00,DSF0001087477
1,M110,P.S. 110 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,258727,258727.00,0.00,DSF0001087477
1,M110,P.S. 110 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,66369,66369.00,5542.00,DSF0001087477
1,M110,P.S. 110 - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,6/18/2021,EMER,,EMER,1758429.00,1708898.00,SCA0000069969
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE CEILING PLASTER IN THE STORAGE ROOMS DUE TO FALLING PLASTER AHERA SPACES ID 1002 - 100 SQ,Construction,In-Progress,6/11/2025,IEH,,IEH,750.00,0.00,SCA0000074357
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE WALL AND CEILING IN STORAGE ROOM 510 DUE TO DAMAGE STORAGE ROOM 510 (SPACE ID: 6510) APPR,Construction,In-Progress,6/23/2025,IEH,,IEH,750.00,0.00,SCA0000074381
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE ALL EXISTING FIXTURES FROM THE WALL IN GYM AREA SPACE ID# 2000; TO REPLACE EMERGENCY LIGH,Construction,In-Progress,7/25/2025,IEH,,IEH,820.00,70.00,SCA0000074500
1,M110,P.S. 110 - MANHATTAN,SCA IEH,"PO18-ABATE, REPAIR, ENCAPSULATE, AND PAINT DAMAGED ACM PIPE INSULATION APPROX 10LF WALL PLASTER, CEI",Construction,In-Progress,8/1/2025,IEH,,IEH,17897.00,844.00,SCA0000074551
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-SOME AREAS WERE IDENTIFIED IN THE AHERA PERIODIC SURVEAILLANCE AS RESPONSE ACTION DUE TO OBSERV,Construction,In-Progress,8/18/2025,IEH,,IEH,750.00,0.00,SCA0000074764
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE WALL PLASTER  IN BATHROOM ROOM 310A TO INSTALL 1 FEMALE HYGIENE DISPENSER SPACE ID# 4310A,Construction,In-Progress,8/21/2025,IEH,,IEH,750.00,0.00,SCA0000074819
1,M110,P.S. 110 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,7/28/2025,DOEL,,DOEL,82000.00,0.00,NULL
1,M110,P.S. 110 - MANHATTAN,DOE - RESOA,FY23 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,809267.00,0.00,DSF0001035663
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,10/23/2018,3/13/2019,1/18/2019,371325,171452.00,171452.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,1/22/2019,6/21/2019,5/17/2019,1485298,856204.00,772258.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,In-Progress,10/21/2019,8/15/2022,,27849324,27884893.00,23790359.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",In-Progress,10/21/2019,8/15/2022,,1732847,1006393.00,929111.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/12/2025,7/11/2025,4/3/2025,5074,857.00,857.00,DSF0001087482
1,M134,P.S. 134 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,4/3/2025,9/29/2025,8/26/2025,20297,3428.00,3428.00,DSF0001087482
1,M134,P.S. 134 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,291765,291765.00,0.00,DSF0001087482
1,M134,P.S. 134 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,74844,74844.00,2136.00,DSF0001087482
1,M134,P.S. 134 - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001033658
1,M134,P.S. 134 - MANHATTAN,DIIT - RESOA,RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001111926
1,M134,P.S. 134 - MANHATTAN,DOE - RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,400000.00,0.00,DSF0000913319
1,M134,P.S. 134 - MANHATTAN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,1/18/2022,DOES,,DOES,391092.00,0.00,DSF0000911918
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Scope,Complete,1/24/2018,1/20/2021,5/19/2021,15710,29906.00,29906.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Design,Complete,7/7/2021,12/10/2021,3/3/2022,62520,105561.00,81054.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Construction,In-Progress,5/17/2023,5/15/2024,,723155,735042.00,621133.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,"CM,F&E",In-Progress,5/17/2023,5/15/2024,,151715,135397.00,127581.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/11/2022,11/8/2022,7/28/2022,5326,2660.00,2660.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/28/2022,1/26/2023,9/21/2022,23966,10640.00,10640.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,6/5/2023,4/29/2024,,308893,280585.00,240601.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,6/5/2023,4/29/2024,,165385,146250.00,142400.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA IEH,PO18-ABATE PIPE INSULAITON IN BASEMENT HALLWAY RM 10 &12 IT IS PAINTED RED . APPROXIMATELY 10 FEET.,Construction,Complete,4/23/2025,IEH,6/18/2025,IEH,13627.00,630.00,SCA0000074184
1,M137,P.S. 184 - MANHATTAN,SCA IEH,PO18-ABATE PIPE INSULATION IN B6- BOILER ROOM ( STEAM ROOM) SPACE ID# 1006. INSULATION IS DETERIORAT,Construction,In-Progress,6/10/2025,IEH,,IEH,750.00,0.00,SCA0000074355
1,M137,P.S. 184 - MANHATTAN,DOE - RESOA,FY15 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0000800504
1,M137,P.S. 184 - MANHATTAN,DOE - RESOA,FY20 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,9/6/2022,DOER,,DOER,97723.00,0.00,DSF0000913320
1,M137,P.S. 184 - MANHATTAN,DOE - Skilled Trades,WATER HEATERS,Construction,In-Progress,1/3/2017,DOES,,DOES,128263.00,0.00,DSF0000786134
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,10/24/2018,3/14/2019,1/18/2019,504775,559392.00,521256.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,1/22/2019,6/21/2019,9/16/2022,2518835,2479115.00,2054086.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,6/5/2023,6/3/2026,,56237200,51049643.00,13880473.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,6/5/2023,6/3/2026,,3571289,1551614.00,1531239.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/6/2022,11/3/2022,7/22/2022,4336,4223.00,4223.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/22/2022,1/20/2023,9/21/2022,19513,17729.00,17729.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,6/5/2023,4/29/2024,,251500,237972.00,205339.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,6/5/2023,4/29/2024,,149910,144565.00,140716.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA IEH,PO18-SOME AREAS WERE IDENTIFIED IN THE AHERA PERIODIC SURVEAILLANCE AS RESPONSE ACTION DUE TO OBSERV,Construction,In-Progress,8/18/2025,IEH,,IEH,750.00,0.00,SCA0000074775
1,M140,P.S. 140 - MANHATTAN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,Complete,2/13/2025,,8/31/2025,73033,73033.00,810.00,DSF0001086230
1,M140,P.S. 140 - MANHATTAN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0000961347
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,5/22/2020,11/19/2020,8/19/2020,86400,160902.00,160902.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,9/1/2020,6/15/2021,4/6/2021,432000,400317.00,383375.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,9/13/2021,6/4/2023,,9720000,10160131.00,7211978.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,9/13/2021,6/4/2023,,604800,686426.00,667630.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA IEH,PO18-SOME AREAS WERE IDENTIFIED THE AHERA PERIODIC SURVEILLANCE AS RESPONSE ACTION DUE TO OBSERVED D,Construction,In-Progress,8/11/2025,IEH,,IEH,820.00,70.00,SCA0000074640
1,M142,P.S. 142 - MANHATTAN,DOE - RESOA,FY22 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,3/11/2024,DOER,,DOER,112434.00,0.00,DSF0001033170
1,M142,P.S. 142 - MANHATTAN,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,0.00,DSF0001112813
1,M142,P.S. 142 - MANHATTAN,DOE - Skilled Trades,ACCESSIBILITY,Construction,In-Progress,7/30/2022,DOES,,DOES,,0.00,SCA0000070971
1,M188,P.S. 188 - MANHATTAN,SCA IEH,PO18-ABATE FLOOR TILES IN ROOM 524 THAT ARE BROKEN APPROXIMATELY 125 SQUARE FEET SPACE ID# 6524 (524,Construction,Complete,4/11/2025,IEH,5/25/2025,IEH,25431.00,1294.00,SCA0000074144
1,M188,P.S. 188 - MANHATTAN,SCA IEH,"PO18-ABATE/REPAIR THE  WALL & CEILING PLASTER STAIRWELL A, B,C, K STAIRCASE A =BETWEEN THE 4TH & 5TH",Construction,Complete,4/18/2025,IEH,7/2/2025,IEH,99122.00,934.00,SCA0000074169
1,M188,P.S. 188 - MANHATTAN,SCA IEH,PO18-OFNS - ACM DRILLING IN THE KITCHEN SPACE #2101 AREAS ARE MARKED WITH BLUE TAPE 5 HOLES - 1/2' D,Construction,In-Progress,8/8/2025,IEH,,IEH,750.00,0.00,SCA0000074629
1,M188,P.S. 188 - MANHATTAN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,88000,88000.00,0.00,DSF0001086254
1,M188,P.S. 188 - MANHATTAN,Fast Track Projects,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,9/5/2019,FTK,,FTK,76709.00,76709.00,DSF0000912317
1,M188,M094 SPED - MANHATTAN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001163682
1,M188,P.S. 188 - MANHATTAN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,140000.00,0.00,DSF0001163733
1,M188,P.S. 188 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,7/16/2025,DOEL,,DOEL,51000.00,0.00,NULL
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY11 RESO A PLAYGROUND REDEVELOPMEN,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0000710824
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY20 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,246000.00,0.00,DSF0000913037
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,135000.00,0.00,DSF0001035712
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001035713
1,M188,M094 SPED - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,6/3/2022,DOES,,DOES,313034.00,0.00,DSF0001008697
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,Scope,Complete,6/22/2023,11/7/2023,3/26/2024,191488,232865.00,185929.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,Design,Complete,4/17/2024,9/18/2024,4/15/2025,890605,477704.00,330042.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,Construction,In-Progress,8/6/2025,2/1/2028,,14095735,13633901.00,111076.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,"CM,F&E",In-Progress,8/6/2025,2/1/2028,,1437683,72428.00,64015.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA IEH,"PO18-PROVIDE DRILLING AND MOUNTING ON 5TH FLOOR HALLWAY, RM 507 WE NEED FOLLOWING HOLES DRILLED AT L",Construction,Complete,4/3/2025,IEH,4/12/2025,IEH,12122.00,12122.00,SCA0000074106
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,Fast Track Projects,FY18 RESO A SAFETY SYSTEMS,Construction,In-Progress,11/13/2018,FTK,,FTK,15012.00,12702.00,DSF0000867371
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - RESOA,FY18 RESO A MEDIA CENTER,Construction,PNS,PNS,PNS,PNS,DOER,235237.00,0.00,DSF0000866377
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - RESOA,FY20 RESO A BATHROOM UPGRADES,Construction,In-Progress,2/26/2021,DOER,,DOER,53288.00,0.00,DSF0000913094
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - Skilled Trades,REPAIRS TO FIRE DAMAGE,Construction,In-Progress,11/12/2019,DOES,,DOES,266861.00,0.00,SCA0000062188
1,M510,FORSYTH HS (AUXSVC-OLD 91) - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,8/26/2025,DOEL,,DOEL,61000.00,0.00,NULL
1,M510,SATELLITE AT FORSYTHE,DOE - RESOA,FY20 RESO A BATHROOM UPGRADES,Construction,In-Progress,7/6/2023,DOER,,DOER,214032.00,0.00,DSF0000913098
1,M510,CASCADES CTR FOR TCHING & LNG - M,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,In-Progress,5/13/2024,DOER,,DOER,47394.00,0.00,DSF0001035770
1,M510,SATELLITE AT FORSYTHE,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,95797.00,0.00,DSF0001086309
1,M510,CASCADES CTR FOR TCHING & LNG - M,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,11/4/2024,DOES,11/14/2024,DOES,65832.00,10282.00,DSF0001084968
1,M751,M751 SPED - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION- SWB @ M751,Construction,In-Progress,9/30/2024,EMER,,EMER,502624.00,376075.00,SCA0000073449
1,M751,M751 SPED - MANHATTAN,SCA IEH,PO18-SOME AREAS WERE IDENTIFIED IN THE AHERA PERIODIC SURVEAILLANCE AS RESPONSE ACTION DUE TO OBSERV,Construction,In-Progress,8/22/2025,IEH,,IEH,750.00,0.00,SCA0000074829
1,M751,M751 SPED - MANHATTAN,SCA IEH,PO18-ABATE WALL AND CEILING PLASTER IN ROOM 508 DUE TO DAMAGE. CHIPPED PAINT IS FALLING FROM THE CEI,Construction,Complete,8/27/2025,IEH,8/30/2025,IEH,16050.00,725.00,SCA0000074851
1,M751,M751 SPED - MANHATTAN,DOE - RESOA,FY22 RESO A PLAYGROUND UPGRADE,Construction,In-Progress,4/6/2023,DOER,,DOER,318711.00,0.00,DSF0001033728
1,M751,M751 SPED - MANHATTAN,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,11/6/2023,DOER,,DOER,290515.00,0.00,DSF0001086320
1,M751,M751 SPED - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,12/26/2018,DOES,,DOES,236177.00,0.00,DSF0000877431
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,Scope,Complete,10/12/2018,3/4/2019,1/3/2019,373649,159120.00,159120.00,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,Design,Complete,1/3/2019,6/5/2019,5/14/2019,1494600,1208523.00,1030165.00,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,Construction,In-Progress,10/9/2019,10/7/2021,,28023750,34701193.00,28194953.00,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,"CM,F&E",In-Progress,10/9/2019,10/7/2021,,1743699,2625839.00,2455419.00,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
2,M001,P.S. 1 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/22/2024,5/20/2024,1/22/2024,4537,2370.00,2370.00,DSF0001087462
2,M001,P.S. 1 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/21/2024,9/16/2024,8/13/2024,20414,9479.00,9479.00,DSF0001087462
2,M001,P.S. 1 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,1/29/2025,1/28/2026,,263117,248581.00,4286.00,DSF0001087462
2,M001,P.S. 1 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,1/29/2025,1/28/2026,,85791,71401.00,34075.00,DSF0001087462
2,M001,P.S. 1 - MANHATTAN,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,199373.00,0.00,DSF0001035605
2,M001,P.S. 1 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,12/27/2021,DOES,,DOES,307767.00,0.00,DSF0001008689
2,M002,P.S. 2 - MANHATTAN,SCA CIP,WINDOWS / ROOFS / PARAPETS / SECURITY LIGHTING,Scope,Complete,2/14/2019,6/17/2019,10/29/2019,113406,3434.00,3434.00,"DSF0000960574, DSF0000943000, DSF0000943001, DSF0001017158"
2,M002,P.S. 2 - MANHATTAN,SCA CIP,WINDOWS / ROOFS / PARAPETS / SECURITY LIGHTING,Design,Complete,11/25/2019,4/28/2020,3/22/2022,559432,387070.00,380923.00,"DSF0000960574, DSF0000943000, DSF0000943001, DSF0001017158"
2,M002,P.S. 2 - MANHATTAN,SCA CIP,WINDOWS / ROOFS / PARAPETS / SECURITY LIGHTING,Construction,Complete,8/15/2022,8/13/2024,6/11/2025,11930288,10674084.00,9958306.00,"DSF0000960574, DSF0000943000, DSF0000943001, DSF0001017158"
2,M002,P.S. 2 - MANHATTAN,SCA CIP,WINDOWS / ROOFS / PARAPETS / SECURITY LIGHTING,"CM,F&E",Complete,8/15/2022,8/13/2024,6/11/2025,850799,75066.00,74994.00,"DSF0000960574, DSF0000943000, DSF0000943001, DSF0001017158"
2,M002,P.S. 2 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/26/2024,6/25/2024,3/20/2024,3455,1558.00,1558.00,DSF0001087463
2,M002,P.S. 2 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/20/2024,9/13/2024,8/13/2024,15545,6231.00,6231.00,DSF0001087463
2,M002,P.S. 2 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,1/29/2025,1/28/2026,,200361,206522.00,10726.00,DSF0001087463
2,M002,P.S. 2 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,1/29/2025,1/28/2026,,68473,55886.00,27450.00,DSF0001087463
2,M002,P.S. 2 - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,2/13/2019,EMER,,EMER,12196.00,12196.00,SCA0000056407
